Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference
2011-08-12,No Info,1,0,0,Zimbabwe,Zimbabwe,0,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,2,2,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,3,2,0,Zimbabwe,Zimbabwe,4,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,4,2,0,Zimbabwe,Zimbabwe,3,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,5,3,0,Zimbabwe,Zimbabwe,3,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,6,5,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,7,5,0,Zimbabwe,Zimbabwe,4,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,8,6,0,Zimbabwe,Zimbabwe,4,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,9,6,0,Zimbabwe,Zimbabwe,4,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,10,10,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,11,12,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,12,12,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,12,12,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,13,12,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,14,12,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,15,12,0,Zimbabwe,Zimbabwe,4,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,16,16,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,17,20,0,Zimbabwe,Zimbabwe,7,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,18,20,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,19,20,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,20,20,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,21,20,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,22,20,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,23,21,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,24,22,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,25,22,0,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,26,26,0,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,27,26,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,28,26,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,29,28,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,30,28,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,30,28,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,31,28,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,32,32,1,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,33,32,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,34,36,1,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,35,36,1,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,36,36,1,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,37,36,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,38,36,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,39,37,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,40,40,1,Zimbabwe,Zimbabwe,6,Bangladesh,Zimbabwe,Zimbabwe,nan
2011-08-12,No Info,41,40,1,Zimbabwe,Zimbabwe,5,Bangladesh,Zimbabwe,Zimbabwe,nan
